kpi_id,kpi_name,owner_function,population,disclosure_mode,direction,evidence_state,source_data_product_id,definition_state,source_id
KPI-HCDN-0297,Length of stay measure 0297,Quality and Stars,Commercial minority population,indexed,lower is better,needs owner signoff,DATA-HCDN-00298,latency to confirm,SRC-HCDN-KPI-010
KPI-HCDN-0298,ED throughput measure 0298,Risk Adjustment,Medicaid,trend-only,within threshold,conflicting source,DATA-HCDN-00299,regulatory use,SRC-HCDN-KPI-011
KPI-HCDN-0299,Surgery utilization measure 0299,Care Management,Exchange,withheld,binary gate,industry pattern only,DATA-HCDN-00300,contractual incentive use,SRC-HCDN-KPI-012
KPI-HCDN-0300,Bed occupancy measure 0300,Finance,Employer group,exact,higher is better,source-backed candidate,DATA-HCDN-00301,tenant-specific Medicare/MA assumption boundary,SRC-HCDN-KPI-013
KPI-HCDN-0301,Referral leakage measure 0301,Coding,Dual eligible,range,lower is better,needs owner signoff,DATA-HCDN-00302,numerator in source,SRC-HCDN-KPI-014
KPI-HCDN-0302,Prior-auth turnaround measure 0302,Payer Contracting,Specialty/supplemental,indexed,within threshold,conflicting source,DATA-HCDN-00303,denominator in source,SRC-HCDN-KPI-015
KPI-HCDN-0303,Denial rate measure 0303,Digital Front Door,Provider enterprise,trend-only,binary gate,industry pattern only,DATA-HCDN-00304,exclusions to confirm,SRC-HCDN-KPI-016
KPI-HCDN-0304,Clean-claim rate measure 0304,Contact Center,Medicare Advantage - tenant-specific approx 80% Medicare/MA covered lives,withheld,higher is better,source-backed candidate,DATA-HCDN-00305,latency to confirm,SRC-HCDN-KPI-017
KPI-HCDN-0305,Days in A/R measure 0305,Ambulatory Care,Commercial minority population,exact,lower is better,needs owner signoff,DATA-HCDN-00306,regulatory use,SRC-HCDN-KPI-018
KPI-HCDN-0306,Contact-center service level measure 0306,Emergency Department,Medicaid,range,within threshold,conflicting source,DATA-HCDN-00307,contractual incentive use,SRC-HCDN-KPI-019
KPI-HCDN-0307,Member retention measure 0307,Inpatient,Exchange,indexed,binary gate,industry pattern only,DATA-HCDN-00308,tenant-specific Medicare/MA assumption boundary,SRC-HCDN-KPI-020
KPI-HCDN-0308,Provider-directory accuracy measure 0308,Surgery,Employer group,trend-only,higher is better,source-backed candidate,DATA-HCDN-00309,numerator in source,SRC-HCDN-KPI-021
KPI-HCDN-0309,Network adequacy measure 0309,Imaging,Dual eligible,withheld,lower is better,needs owner signoff,DATA-HCDN-00310,denominator in source,SRC-HCDN-KPI-022
KPI-HCDN-0310,Claims leakage measure 0310,Lab,Specialty/supplemental,exact,within threshold,conflicting source,DATA-HCDN-00311,exclusions to confirm,SRC-HCDN-KPI-023
KPI-HCDN-0311,Medical cost trend measure 0311,Pharmacy,Provider enterprise,range,binary gate,industry pattern only,DATA-HCDN-00312,latency to confirm,SRC-HCDN-KPI-024
KPI-HCDN-0312,Quality incentive attainment measure 0312,Oncology,Medicare Advantage - tenant-specific approx 80% Medicare/MA covered lives,indexed,higher is better,source-backed candidate,DATA-HCDN-00313,regulatory use,SRC-HCDN-KPI-025
KPI-HCDN-0313,Digital adoption measure 0313,Cardiology,Commercial minority population,trend-only,lower is better,needs owner signoff,DATA-HCDN-00314,contractual incentive use,SRC-HCDN-KPI-026
KPI-HCDN-0314,Patient access cycle time measure 0314,Data and Analytics,Medicaid,withheld,within threshold,conflicting source,DATA-HCDN-00315,tenant-specific Medicare/MA assumption boundary,SRC-HCDN-KPI-027
KPI-HCDN-0315,Platform availability measure 0315,Clinical Analytics,Exchange,exact,binary gate,industry pattern only,DATA-HCDN-00316,numerator in source,SRC-HCDN-KPI-028
KPI-HCDN-0316,SQL batch success measure 0316,Actuarial,Employer group,range,higher is better,source-backed candidate,DATA-HCDN-00317,denominator in source,SRC-HCDN-KPI-029
KPI-HCDN-0317,Epic extract latency measure 0317,Departmental Reporting,Dual eligible,indexed,lower is better,needs owner signoff,DATA-HCDN-00318,exclusions to confirm,SRC-HCDN-KPI-030
KPI-HCDN-0318,Azure use-case adoption measure 0318,AI Transformation,Specialty/supplemental,trend-only,within threshold,conflicting source,DATA-HCDN-00319,latency to confirm,SRC-HCDN-KPI-031
KPI-HCDN-0319,AWS transformation readiness measure 0319,Technology,Provider enterprise,withheld,binary gate,industry pattern only,DATA-HCDN-00320,regulatory use,SRC-HCDN-KPI-032
KPI-HCDN-0320,Star Rating overall measure 0320,Security,Medicare Advantage - tenant-specific approx 80% Medicare/MA covered lives,exact,higher is better,source-backed candidate,DATA-HCDN-00321,contractual incentive use,SRC-HCDN-KPI-033
KPI-HCDN-0321,HEDIS medication adherence measure 0321,Procurement,Commercial minority population,range,lower is better,needs owner signoff,DATA-HCDN-00322,tenant-specific Medicare/MA assumption boundary,SRC-HCDN-KPI-034
KPI-HCDN-0322,HEDIS diabetes HbA1c control measure 0322,HR,Medicaid,indexed,within threshold,conflicting source,DATA-HCDN-00323,numerator in source,SRC-HCDN-KPI-035
KPI-HCDN-0323,HEDIS breast cancer screening measure 0323,Supply Chain,Exchange,trend-only,binary gate,industry pattern only,DATA-HCDN-00324,denominator in source,SRC-HCDN-KPI-036
KPI-HCDN-0324,CAHPS getting care quickly measure 0324,Privacy,Employer group,withheld,higher is better,source-backed candidate,DATA-HCDN-00325,exclusions to confirm,SRC-HCDN-KPI-037
KPI-HCDN-0325,RAF coding completeness measure 0325,Compliance,Dual eligible,exact,lower is better,needs owner signoff,DATA-HCDN-00326,latency to confirm,SRC-HCDN-KPI-038
KPI-HCDN-0326,Encounter submission acceptance measure 0326,Provider Network,Specialty/supplemental,range,within threshold,conflicting source,DATA-HCDN-00327,regulatory use,SRC-HCDN-KPI-039
KPI-HCDN-0327,Care-gap closure measure 0327,Value-Based Care,Provider enterprise,indexed,binary gate,industry pattern only,DATA-HCDN-00328,contractual incentive use,SRC-HCDN-KPI-040
KPI-HCDN-0328,Readmission rate measure 0328,Clinical Operations,Medicare Advantage - tenant-specific approx 80% Medicare/MA covered lives,trend-only,higher is better,source-backed candidate,DATA-HCDN-00329,tenant-specific Medicare/MA assumption boundary,SRC-HCDN-KPI-041
KPI-HCDN-0329,Length of stay measure 0329,Revenue Cycle,Commercial minority population,withheld,lower is better,needs owner signoff,DATA-HCDN-00330,numerator in source,SRC-HCDN-KPI-042
KPI-HCDN-0330,ED throughput measure 0330,Patient Access,Medicaid,exact,within threshold,conflicting source,DATA-HCDN-00331,denominator in source,SRC-HCDN-KPI-043
KPI-HCDN-0331,Surgery utilization measure 0331,Interoperability,Exchange,range,binary gate,industry pattern only,DATA-HCDN-00332,exclusions to confirm,SRC-HCDN-KPI-044
KPI-HCDN-0332,Bed occupancy measure 0332,Population Health,Employer group,indexed,higher is better,source-backed candidate,DATA-HCDN-00333,latency to confirm,SRC-HCDN-KPI-045
KPI-HCDN-0333,Referral leakage measure 0333,Health Plan Operations,Dual eligible,trend-only,lower is better,needs owner signoff,DATA-HCDN-00334,regulatory use,SRC-HCDN-KPI-046
KPI-HCDN-0334,Prior-auth turnaround measure 0334,Medicare Advantage,Specialty/supplemental,withheld,within threshold,conflicting source,DATA-HCDN-00335,contractual incentive use,SRC-HCDN-KPI-047
KPI-HCDN-0335,Denial rate measure 0335,Claims Operations,Provider enterprise,exact,binary gate,industry pattern only,DATA-HCDN-00336,tenant-specific Medicare/MA assumption boundary,SRC-HCDN-KPI-048
KPI-HCDN-0336,Clean-claim rate measure 0336,Utilization Management,Medicare Advantage - tenant-specific approx 80% Medicare/MA covered lives,range,higher is better,source-backed candidate,DATA-HCDN-00337,numerator in source,SRC-HCDN-KPI-049
KPI-HCDN-0337,Days in A/R measure 0337,Member Services,Commercial minority population,indexed,lower is better,needs owner signoff,DATA-HCDN-00338,denominator in source,SRC-HCDN-KPI-050
KPI-HCDN-0338,Contact-center service level measure 0338,Quality and Stars,Medicaid,trend-only,within threshold,conflicting source,DATA-HCDN-00339,exclusions to confirm,SRC-HCDN-KPI-051
KPI-HCDN-0339,Member retention measure 0339,Risk Adjustment,Exchange,withheld,binary gate,industry pattern only,DATA-HCDN-00340,latency to confirm,SRC-HCDN-KPI-052
KPI-HCDN-0340,Provider-directory accuracy measure 0340,Care Management,Employer group,exact,higher is better,source-backed candidate,DATA-HCDN-00341,regulatory use,SRC-HCDN-KPI-053
KPI-HCDN-0341,Network adequacy measure 0341,Finance,Dual eligible,range,lower is better,needs owner signoff,DATA-HCDN-00342,contractual incentive use,SRC-HCDN-KPI-054
KPI-HCDN-0342,Claims leakage measure 0342,Coding,Specialty/supplemental,indexed,within threshold,conflicting source,DATA-HCDN-00343,tenant-specific Medicare/MA assumption boundary,SRC-HCDN-KPI-055
KPI-HCDN-0343,Medical cost trend measure 0343,Payer Contracting,Provider enterprise,trend-only,binary gate,industry pattern only,DATA-HCDN-00344,numerator in source,SRC-HCDN-KPI-056
KPI-HCDN-0344,Quality incentive attainment measure 0344,Digital Front Door,Medicare Advantage - tenant-specific approx 80% Medicare/MA covered lives,withheld,higher is better,source-backed candidate,DATA-HCDN-00345,denominator in source,SRC-HCDN-KPI-057
KPI-HCDN-0345,Digital adoption measure 0345,Contact Center,Commercial minority population,exact,lower is better,needs owner signoff,DATA-HCDN-00346,exclusions to confirm,SRC-HCDN-KPI-058
KPI-HCDN-0346,Patient access cycle time measure 0346,Ambulatory Care,Medicaid,range,within threshold,conflicting source,DATA-HCDN-00347,latency to confirm,SRC-HCDN-KPI-059
KPI-HCDN-0347,Platform availability measure 0347,Emergency Department,Exchange,indexed,binary gate,industry pattern only,DATA-HCDN-00348,regulatory use,SRC-HCDN-KPI-060
KPI-HCDN-0348,SQL batch success measure 0348,Inpatient,Employer group,trend-only,higher is better,source-backed candidate,DATA-HCDN-00349,contractual incentive use,SRC-HCDN-KPI-061
KPI-HCDN-0349,Epic extract latency measure 0349,Surgery,Dual eligible,withheld,lower is better,needs owner signoff,DATA-HCDN-00350,tenant-specific Medicare/MA assumption boundary,SRC-HCDN-KPI-062
KPI-HCDN-0350,Azure use-case adoption measure 0350,Imaging,Specialty/supplemental,exact,within threshold,conflicting source,DATA-HCDN-00351,numerator in source,SRC-HCDN-KPI-063
KPI-HCDN-0351,AWS transformation readiness measure 0351,Lab,Provider enterprise,range,binary gate,industry pattern only,DATA-HCDN-00352,denominator in source,SRC-HCDN-KPI-064
KPI-HCDN-0352,Star Rating overall measure 0352,Pharmacy,Medicare Advantage - tenant-specific approx 80% Medicare/MA covered lives,indexed,higher is better,source-backed candidate,DATA-HCDN-00353,exclusions to confirm,SRC-HCDN-KPI-065
KPI-HCDN-0353,HEDIS medication adherence measure 0353,Oncology,Commercial minority population,trend-only,lower is better,needs owner signoff,DATA-HCDN-00354,latency to confirm,SRC-HCDN-KPI-066
KPI-HCDN-0354,HEDIS diabetes HbA1c control measure 0354,Cardiology,Medicaid,withheld,within threshold,conflicting source,DATA-HCDN-00355,regulatory use,SRC-HCDN-KPI-067
KPI-HCDN-0355,HEDIS breast cancer screening measure 0355,Data and Analytics,Exchange,exact,binary gate,industry pattern only,DATA-HCDN-00356,contractual incentive use,SRC-HCDN-KPI-068
KPI-HCDN-0356,CAHPS getting care quickly measure 0356,Clinical Analytics,Employer group,range,higher is better,source-backed candidate,DATA-HCDN-00357,tenant-specific Medicare/MA assumption boundary,SRC-HCDN-KPI-069
KPI-HCDN-0357,RAF coding completeness measure 0357,Actuarial,Dual eligible,indexed,lower is better,needs owner signoff,DATA-HCDN-00358,numerator in source,SRC-HCDN-KPI-070
KPI-HCDN-0358,Encounter submission acceptance measure 0358,Departmental Reporting,Specialty/supplemental,trend-only,within threshold,conflicting source,DATA-HCDN-00359,denominator in source,SRC-HCDN-KPI-071
KPI-HCDN-0359,Care-gap closure measure 0359,AI Transformation,Provider enterprise,withheld,binary gate,industry pattern only,DATA-HCDN-00360,exclusions to confirm,SRC-HCDN-KPI-072
KPI-HCDN-0360,Readmission rate measure 0360,Technology,Medicare Advantage - tenant-specific approx 80% Medicare/MA covered lives,exact,higher is better,source-backed candidate,DATA-HCDN-00361,latency to confirm,SRC-HCDN-KPI-073
KPI-HCDN-0361,Length of stay measure 0361,Security,Commercial minority population,range,lower is better,needs owner signoff,DATA-HCDN-00362,regulatory use,SRC-HCDN-KPI-074
KPI-HCDN-0362,ED throughput measure 0362,Procurement,Medicaid,indexed,within threshold,conflicting source,DATA-HCDN-00363,contractual incentive use,SRC-HCDN-KPI-075
KPI-HCDN-0363,Surgery utilization measure 0363,HR,Exchange,trend-only,binary gate,industry pattern only,DATA-HCDN-00364,tenant-specific Medicare/MA assumption boundary,SRC-HCDN-KPI-076
KPI-HCDN-0364,Bed occupancy measure 0364,Supply Chain,Employer group,withheld,higher is better,source-backed candidate,DATA-HCDN-00365,numerator in source,SRC-HCDN-KPI-077
KPI-HCDN-0365,Referral leakage measure 0365,Privacy,Dual eligible,exact,lower is better,needs owner signoff,DATA-HCDN-00366,denominator in source,SRC-HCDN-KPI-078
KPI-HCDN-0366,Prior-auth turnaround measure 0366,Compliance,Specialty/supplemental,range,within threshold,conflicting source,DATA-HCDN-00367,exclusions to confirm,SRC-HCDN-KPI-079
KPI-HCDN-0367,Denial rate measure 0367,Provider Network,Provider enterprise,indexed,binary gate,industry pattern only,DATA-HCDN-00368,latency to confirm,SRC-HCDN-KPI-080
KPI-HCDN-0368,Clean-claim rate measure 0368,Value-Based Care,Medicare Advantage - tenant-specific approx 80% Medicare/MA covered lives,trend-only,higher is better,source-backed candidate,DATA-HCDN-00369,regulatory use,SRC-HCDN-KPI-081
KPI-HCDN-0369,Days in A/R measure 0369,Clinical Operations,Commercial minority population,withheld,lower is better,needs owner signoff,DATA-HCDN-00370,contractual incentive use,SRC-HCDN-KPI-082
KPI-HCDN-0370,Contact-center service level measure 0370,Revenue Cycle,Medicaid,exact,within threshold,conflicting source,DATA-HCDN-00371,tenant-specific Medicare/MA assumption boundary,SRC-HCDN-KPI-083
KPI-HCDN-0371,Member retention measure 0371,Patient Access,Exchange,range,binary gate,industry pattern only,DATA-HCDN-00372,numerator in source,SRC-HCDN-KPI-084
KPI-HCDN-0372,Provider-directory accuracy measure 0372,Interoperability,Employer group,indexed,higher is better,source-backed candidate,DATA-HCDN-00373,denominator in source,SRC-HCDN-KPI-085
KPI-HCDN-0373,Network adequacy measure 0373,Population Health,Dual eligible,trend-only,lower is better,needs owner signoff,DATA-HCDN-00374,exclusions to confirm,SRC-HCDN-KPI-086
KPI-HCDN-0374,Claims leakage measure 0374,Health Plan Operations,Specialty/supplemental,withheld,within threshold,conflicting source,DATA-HCDN-00375,latency to confirm,SRC-HCDN-KPI-087
KPI-HCDN-0375,Medical cost trend measure 0375,Medicare Advantage,Provider enterprise,exact,binary gate,industry pattern only,DATA-HCDN-00376,regulatory use,SRC-HCDN-KPI-088
KPI-HCDN-0376,Quality incentive attainment measure 0376,Claims Operations,Medicare Advantage - tenant-specific approx 80% Medicare/MA covered lives,range,higher is better,source-backed candidate,DATA-HCDN-00377,contractual incentive use,SRC-HCDN-KPI-089
KPI-HCDN-0377,Digital adoption measure 0377,Utilization Management,Commercial minority population,indexed,lower is better,needs owner signoff,DATA-HCDN-00378,tenant-specific Medicare/MA assumption boundary,SRC-HCDN-KPI-090
KPI-HCDN-0378,Patient access cycle time measure 0378,Member Services,Medicaid,trend-only,within threshold,conflicting source,DATA-HCDN-00379,numerator in source,SRC-HCDN-KPI-091
KPI-HCDN-0379,Platform availability measure 0379,Quality and Stars,Exchange,withheld,binary gate,industry pattern only,DATA-HCDN-00380,denominator in source,SRC-HCDN-KPI-092
KPI-HCDN-0380,SQL batch success measure 0380,Risk Adjustment,Employer group,exact,higher is better,source-backed candidate,DATA-HCDN-00381,exclusions to confirm,SRC-HCDN-KPI-093
KPI-HCDN-0381,Epic extract latency measure 0381,Care Management,Dual eligible,range,lower is better,needs owner signoff,DATA-HCDN-00382,latency to confirm,SRC-HCDN-KPI-094
KPI-HCDN-0382,Azure use-case adoption measure 0382,Finance,Specialty/supplemental,indexed,within threshold,conflicting source,DATA-HCDN-00383,regulatory use,SRC-HCDN-KPI-095
KPI-HCDN-0383,AWS transformation readiness measure 0383,Coding,Provider enterprise,trend-only,binary gate,industry pattern only,DATA-HCDN-00384,contractual incentive use,SRC-HCDN-KPI-096
KPI-HCDN-0384,Star Rating overall measure 0384,Payer Contracting,Medicare Advantage - tenant-specific approx 80% Medicare/MA covered lives,withheld,higher is better,source-backed candidate,DATA-HCDN-00385,tenant-specific Medicare/MA assumption boundary,SRC-HCDN-KPI-001
KPI-HCDN-0385,HEDIS medication adherence measure 0385,Digital Front Door,Commercial minority population,exact,lower is better,needs owner signoff,DATA-HCDN-00386,numerator in source,SRC-HCDN-KPI-002
KPI-HCDN-0386,HEDIS diabetes HbA1c control measure 0386,Contact Center,Medicaid,range,within threshold,conflicting source,DATA-HCDN-00387,denominator in source,SRC-HCDN-KPI-003
KPI-HCDN-0387,HEDIS breast cancer screening measure 0387,Ambulatory Care,Exchange,indexed,binary gate,industry pattern only,DATA-HCDN-00388,exclusions to confirm,SRC-HCDN-KPI-004
KPI-HCDN-0388,CAHPS getting care quickly measure 0388,Emergency Department,Employer group,trend-only,higher is better,source-backed candidate,DATA-HCDN-00389,latency to confirm,SRC-HCDN-KPI-005
KPI-HCDN-0389,RAF coding completeness measure 0389,Inpatient,Dual eligible,withheld,lower is better,needs owner signoff,DATA-HCDN-00390,regulatory use,SRC-HCDN-KPI-006
KPI-HCDN-0390,Encounter submission acceptance measure 0390,Surgery,Specialty/supplemental,exact,within threshold,conflicting source,DATA-HCDN-00391,contractual incentive use,SRC-HCDN-KPI-007
KPI-HCDN-0391,Care-gap closure measure 0391,Imaging,Provider enterprise,range,binary gate,industry pattern only,DATA-HCDN-00392,tenant-specific Medicare/MA assumption boundary,SRC-HCDN-KPI-008
KPI-HCDN-0392,Readmission rate measure 0392,Lab,Medicare Advantage - tenant-specific approx 80% Medicare/MA covered lives,indexed,higher is better,source-backed candidate,DATA-HCDN-00393,numerator in source,SRC-HCDN-KPI-009
KPI-HCDN-0393,Length of stay measure 0393,Pharmacy,Commercial minority population,trend-only,lower is better,needs owner signoff,DATA-HCDN-00394,denominator in source,SRC-HCDN-KPI-010
KPI-HCDN-0394,ED throughput measure 0394,Oncology,Medicaid,withheld,within threshold,conflicting source,DATA-HCDN-00395,exclusions to confirm,SRC-HCDN-KPI-011
KPI-HCDN-0395,Surgery utilization measure 0395,Cardiology,Exchange,exact,binary gate,industry pattern only,DATA-HCDN-00396,latency to confirm,SRC-HCDN-KPI-012
KPI-HCDN-0396,Bed occupancy measure 0396,Data and Analytics,Employer group,range,higher is better,source-backed candidate,DATA-HCDN-00397,regulatory use,SRC-HCDN-KPI-013
KPI-HCDN-0397,Referral leakage measure 0397,Clinical Analytics,Dual eligible,indexed,lower is better,needs owner signoff,DATA-HCDN-00398,contractual incentive use,SRC-HCDN-KPI-014
KPI-HCDN-0398,Prior-auth turnaround measure 0398,Actuarial,Specialty/supplemental,trend-only,within threshold,conflicting source,DATA-HCDN-00399,tenant-specific Medicare/MA assumption boundary,SRC-HCDN-KPI-015
KPI-HCDN-0399,Denial rate measure 0399,Departmental Reporting,Provider enterprise,withheld,binary gate,industry pattern only,DATA-HCDN-00400,numerator in source,SRC-HCDN-KPI-016
KPI-HCDN-0400,Clean-claim rate measure 0400,AI Transformation,Medicare Advantage - tenant-specific approx 80% Medicare/MA covered lives,exact,higher is better,source-backed candidate,DATA-HCDN-00401,denominator in source,SRC-HCDN-KPI-017
KPI-HCDN-0401,Days in A/R measure 0401,Technology,Commercial minority population,range,lower is better,needs owner signoff,DATA-HCDN-00402,exclusions to confirm,SRC-HCDN-KPI-018
KPI-HCDN-0402,Contact-center service level measure 0402,Security,Medicaid,indexed,within threshold,conflicting source,DATA-HCDN-00403,latency to confirm,SRC-HCDN-KPI-019
KPI-HCDN-0403,Member retention measure 0403,Procurement,Exchange,trend-only,binary gate,industry pattern only,DATA-HCDN-00404,regulatory use,SRC-HCDN-KPI-020
KPI-HCDN-0404,Provider-directory accuracy measure 0404,HR,Employer group,withheld,higher is better,source-backed candidate,DATA-HCDN-00405,contractual incentive use,SRC-HCDN-KPI-021
KPI-HCDN-0405,Network adequacy measure 0405,Supply Chain,Dual eligible,exact,lower is better,needs owner signoff,DATA-HCDN-00406,tenant-specific Medicare/MA assumption boundary,SRC-HCDN-KPI-022
KPI-HCDN-0406,Claims leakage measure 0406,Privacy,Specialty/supplemental,range,within threshold,conflicting source,DATA-HCDN-00407,numerator in source,SRC-HCDN-KPI-023
KPI-HCDN-0407,Medical cost trend measure 0407,Compliance,Provider enterprise,indexed,binary gate,industry pattern only,DATA-HCDN-00408,denominator in source,SRC-HCDN-KPI-024
KPI-HCDN-0408,Quality incentive attainment measure 0408,Provider Network,Medicare Advantage - tenant-specific approx 80% Medicare/MA covered lives,trend-only,higher is better,source-backed candidate,DATA-HCDN-00409,exclusions to confirm,SRC-HCDN-KPI-025
KPI-HCDN-0409,Digital adoption measure 0409,Value-Based Care,Commercial minority population,withheld,lower is better,needs owner signoff,DATA-HCDN-00410,latency to confirm,SRC-HCDN-KPI-026
KPI-HCDN-0410,Patient access cycle time measure 0410,Clinical Operations,Medicaid,exact,within threshold,conflicting source,DATA-HCDN-00411,regulatory use,SRC-HCDN-KPI-027
KPI-HCDN-0411,Platform availability measure 0411,Revenue Cycle,Exchange,range,binary gate,industry pattern only,DATA-HCDN-00412,contractual incentive use,SRC-HCDN-KPI-028
KPI-HCDN-0412,SQL batch success measure 0412,Patient Access,Employer group,indexed,higher is better,source-backed candidate,DATA-HCDN-00413,tenant-specific Medicare/MA assumption boundary,SRC-HCDN-KPI-029
KPI-HCDN-0413,Epic extract latency measure 0413,Interoperability,Dual eligible,trend-only,lower is better,needs owner signoff,DATA-HCDN-00414,numerator in source,SRC-HCDN-KPI-030
KPI-HCDN-0414,Azure use-case adoption measure 0414,Population Health,Specialty/supplemental,withheld,within threshold,conflicting source,DATA-HCDN-00415,denominator in source,SRC-HCDN-KPI-031
KPI-HCDN-0415,AWS transformation readiness measure 0415,Health Plan Operations,Provider enterprise,exact,binary gate,industry pattern only,DATA-HCDN-00416,exclusions to confirm,SRC-HCDN-KPI-032
KPI-HCDN-0416,Star Rating overall measure 0416,Medicare Advantage,Medicare Advantage - tenant-specific approx 80% Medicare/MA covered lives,range,higher is better,source-backed candidate,DATA-HCDN-00417,latency to confirm,SRC-HCDN-KPI-033
KPI-HCDN-0417,HEDIS medication adherence measure 0417,Claims Operations,Commercial minority population,indexed,lower is better,needs owner signoff,DATA-HCDN-00418,regulatory use,SRC-HCDN-KPI-034
KPI-HCDN-0418,HEDIS diabetes HbA1c control measure 0418,Utilization Management,Medicaid,trend-only,within threshold,conflicting source,DATA-HCDN-00419,contractual incentive use,SRC-HCDN-KPI-035
KPI-HCDN-0419,HEDIS breast cancer screening measure 0419,Member Services,Exchange,withheld,binary gate,industry pattern only,DATA-HCDN-00420,tenant-specific Medicare/MA assumption boundary,SRC-HCDN-KPI-036
KPI-HCDN-0420,CAHPS getting care quickly measure 0420,Quality and Stars,Employer group,exact,higher is better,source-backed candidate,DATA-HCDN-00421,numerator in source,SRC-HCDN-KPI-037
KPI-HCDN-0421,RAF coding completeness measure 0421,Risk Adjustment,Dual eligible,range,lower is better,needs owner signoff,DATA-HCDN-00422,denominator in source,SRC-HCDN-KPI-038
KPI-HCDN-0422,Encounter submission acceptance measure 0422,Care Management,Specialty/supplemental,indexed,within threshold,conflicting source,DATA-HCDN-00423,exclusions to confirm,SRC-HCDN-KPI-039
KPI-HCDN-0423,Care-gap closure measure 0423,Finance,Provider enterprise,trend-only,binary gate,industry pattern only,DATA-HCDN-00424,latency to confirm,SRC-HCDN-KPI-040
KPI-HCDN-0424,Readmission rate measure 0424,Coding,Medicare Advantage - tenant-specific approx 80% Medicare/MA covered lives,withheld,higher is better,source-backed candidate,DATA-HCDN-00425,regulatory use,SRC-HCDN-KPI-041
KPI-HCDN-0425,Length of stay measure 0425,Payer Contracting,Commercial minority population,exact,lower is better,needs owner signoff,DATA-HCDN-00426,contractual incentive use,SRC-HCDN-KPI-042
KPI-HCDN-0426,ED throughput measure 0426,Digital Front Door,Medicaid,range,within threshold,conflicting source,DATA-HCDN-00427,tenant-specific Medicare/MA assumption boundary,SRC-HCDN-KPI-043
KPI-HCDN-0427,Surgery utilization measure 0427,Contact Center,Exchange,indexed,binary gate,industry pattern only,DATA-HCDN-00428,numerator in source,SRC-HCDN-KPI-044
KPI-HCDN-0428,Bed occupancy measure 0428,Ambulatory Care,Employer group,trend-only,higher is better,source-backed candidate,DATA-HCDN-00429,denominator in source,SRC-HCDN-KPI-045
KPI-HCDN-0429,Referral leakage measure 0429,Emergency Department,Dual eligible,withheld,lower is better,needs owner signoff,DATA-HCDN-00430,exclusions to confirm,SRC-HCDN-KPI-046
KPI-HCDN-0430,Prior-auth turnaround measure 0430,Inpatient,Specialty/supplemental,exact,within threshold,conflicting source,DATA-HCDN-00431,latency to confirm,SRC-HCDN-KPI-047
KPI-HCDN-0431,Denial rate measure 0431,Surgery,Provider enterprise,range,binary gate,industry pattern only,DATA-HCDN-00432,regulatory use,SRC-HCDN-KPI-048
KPI-HCDN-0432,Clean-claim rate measure 0432,Imaging,Medicare Advantage - tenant-specific approx 80% Medicare/MA covered lives,indexed,higher is better,source-backed candidate,DATA-HCDN-00433,contractual incentive use,SRC-HCDN-KPI-049
KPI-HCDN-0433,Days in A/R measure 0433,Lab,Commercial minority population,trend-only,lower is better,needs owner signoff,DATA-HCDN-00434,tenant-specific Medicare/MA assumption boundary,SRC-HCDN-KPI-050
KPI-HCDN-0434,Contact-center service level measure 0434,Pharmacy,Medicaid,withheld,within threshold,conflicting source,DATA-HCDN-00435,numerator in source,SRC-HCDN-KPI-051
KPI-HCDN-0435,Member retention measure 0435,Oncology,Exchange,exact,binary gate,industry pattern only,DATA-HCDN-00436,denominator in source,SRC-HCDN-KPI-052
KPI-HCDN-0436,Provider-directory accuracy measure 0436,Cardiology,Employer group,range,higher is better,source-backed candidate,DATA-HCDN-00437,exclusions to confirm,SRC-HCDN-KPI-053
KPI-HCDN-0437,Network adequacy measure 0437,Data and Analytics,Dual eligible,indexed,lower is better,needs owner signoff,DATA-HCDN-00438,latency to confirm,SRC-HCDN-KPI-054
KPI-HCDN-0438,Claims leakage measure 0438,Clinical Analytics,Specialty/supplemental,trend-only,within threshold,conflicting source,DATA-HCDN-00439,regulatory use,SRC-HCDN-KPI-055
KPI-HCDN-0439,Medical cost trend measure 0439,Actuarial,Provider enterprise,withheld,binary gate,industry pattern only,DATA-HCDN-00440,contractual incentive use,SRC-HCDN-KPI-056
KPI-HCDN-0440,Quality incentive attainment measure 0440,Departmental Reporting,Medicare Advantage - tenant-specific approx 80% Medicare/MA covered lives,exact,higher is better,source-backed candidate,DATA-HCDN-00441,tenant-specific Medicare/MA assumption boundary,SRC-HCDN-KPI-057
KPI-HCDN-0441,Digital adoption measure 0441,AI Transformation,Commercial minority population,range,lower is better,needs owner signoff,DATA-HCDN-00442,numerator in source,SRC-HCDN-KPI-058
KPI-HCDN-0442,Patient access cycle time measure 0442,Technology,Medicaid,indexed,within threshold,conflicting source,DATA-HCDN-00443,denominator in source,SRC-HCDN-KPI-059
KPI-HCDN-0443,Platform availability measure 0443,Security,Exchange,trend-only,binary gate,industry pattern only,DATA-HCDN-00444,exclusions to confirm,SRC-HCDN-KPI-060
KPI-HCDN-0444,SQL batch success measure 0444,Procurement,Employer group,withheld,higher is better,source-backed candidate,DATA-HCDN-00445,latency to confirm,SRC-HCDN-KPI-061
KPI-HCDN-0445,Epic extract latency measure 0445,HR,Dual eligible,exact,lower is better,needs owner signoff,DATA-HCDN-00446,regulatory use,SRC-HCDN-KPI-062
